Date,SPX241220C00200000,SPX241220C00400000,SPX241220C00500000,SPX241220C00600000,SPX241220C00800000,SPX241220C01000000,SPX241220C01400000,SPX241220C01600000,SPX241220C01800000,SPX241220C02000000,SPX241220C02200000,SPX241220C02400000,SPX241220C02600000,SPX241220C02800000,SPX241220C03000000,SPX241220C03100000,SPX241220C03200000,SPX241220C03300000,SPX241220C03400000,SPX241220C03500000,SPX241220C03550000,SPX241220C03600000,SPX241220C03700000,SPX241220C03800000,SPX241220C03825000,SPX241220C03900000,SPX241220C04000000,SPX241220C04025000,SPX241220C04050000,SPX241220C04100000,SPX241220C04150000,SPX241220C04200000,SPX241220C04300000,SPX241220C04350000,SPX241220C04400000,SPX241220C04500000,SPX241220C04550000,SPX241220C04600000,SPX241220C04625000,SPX241220C04650000,SPX241220C04700000,SPX241220C04725000,SPX241220C04750000,SPX241220C04775000,SPX241220C04800000,SPX241220C04825000,SPX241220C04850000,SPX241220C04875000,SPX241220C04900000,SPX241220C04925000,SPX241220C04950000,SPX241220C04975000,SPX241220C05000000,SPX241220C05025000,SPX241220C05050000,SPX241220C05075000,SPX241220C05100000,SPX241220C05125000,SPX241220C05150000,SPX241220C05175000,SPX241220C05200000,SPX241220C05225000,SPX241220C05250000,SPX241220C05275000,SPX241220C05300000,SPX241220C05325000,SPX241220C05350000,SPX241220C05375000,SPX241220C05400000,SPX241220C05425000,SPX241220C05450000,SPX241220C05475000,SPX241220C05500000,SPX241220C05525000,SPX241220C05550000,SPX241220C05575000,SPX241220C05600000,SPX241220C05625000,SPX241220C05650000,SPX241220C05675000,SPX241220C05700000,SPX241220C05725000,SPX241220C05750000,SPX241220C05775000,SPX241220C05800000,SPX241220C05825000,SPX241220C05850000,SPX241220C05875000,SPX241220C05900000,SPX241220C05925000,SPX241220C05950000,SPX241220C05975000,SPX241220C06000000,SPX241220C06025000,SPX241220C06050000,SPX241220C06075000,SPX241220C06100000,SPX241220C06125000,SPX241220C06150000,SPX241220C06175000,SPX241220C06200000,SPX241220C06225000,SPX241220C06250000,SPX241220C06275000,SPX241220C06300000,SPX241220C06325000,SPX241220C06350000,SPX241220C06375000,SPX241220C06400000,SPX241220C06425000,SPX241220C06450000,SPX241220C06475000,SPX241220C06500000,SPX241220C06525000,SPX241220C06550000,SPX241220C06575000,SPX241220C06600000,SPX241220C06650000,SPX241220C06700000,SPX241220C06750000,SPX241220C06800000,SPX241220C06850000,SPX241220C06900000,SPX241220C07000000,SPX241220C07100000,SPX241220C07200000,SPX241220C07300000,SPX241220C07400000,SPX241220C07600000,SPX241220C07800000,SPX241220C08000000,SPX241220C08200000,SPX241220C08400000,SPX241220C08600000,SPX241220C08800000,SPX241220C09000000,SPX241220C09200000,SPX241220C09400000,SPX241220C10000000
2024-10-11,,,,,,,,,,,,,,,2825.85,,,,,2344.0,,,,,,,1841.0,,,,,,,,,,,,,,,,,,,,,,967.59,,,875.29,881.15,,,,,756.89,,,664.54,,,,594.0,,528.4,,506.09,483.3,,,424.49,379.4,380.64,,340.61,,299.4,279.36,263.7,242.09,226.5,208.41,189.02,174.82,153.95,143.0,126.6,112.45,102.86,,77.8,70.2,60.6,52.2,46.7,38.6,34.5,29.5,24.7,21.24,18.05,15.18,12.8,11.0,9.4,7.64,6.6,5.92,,,3.81,,,,2.39,,,,0.97,,,0.75,,,,,,,,0.07,,0.08,,,,,
2024-10-23,,,,,,,,,,,,,,,2849.18,,,,,,,,,,,,1817.38,,,,,,,,,,,1239.3,,,1139.5,,,,1044.9,,,,,,884.95,,847.74,,,,,,732.34,,658.3,638.11,,,562.07,,511.5,,458.15,,425.35,,390.38,,373.26,,306.72,286.82,259.95,241.3,235.41,198.2,198.7,163.9,160.52,139.5,130.71,116.5,101.27,89.19,76.95,62.85,54.8,46.0,39.34,33.83,27.99,23.45,19.3,14.69,13.06,11.1,8.77,7.0,5.75,4.4,,3.37,2.83,,2.05,,1.6,,,,1.05,,0.85,,0.55,,0.5,0.45,,,,,,,,,,0.05,,,,,
2024-10-28,,,,,,,,,,,,,,,2849.0,,,,,2354.81,,2254.99,,2057.3,2032.3,1959.01,1859.12,1833.22,,,,,,,,1367.61,,1263.1,,,1165.3,,,,1066.39,,,,,,,,872.8,,,,,,,,683.93,,,617.01,588.61,,546.73,,496.9,,,,415.51,,366.48,,324.58,307.52,288.4,,244.75,,208.5,194.1,173.14,,139.45,126.1,110.61,96.8,84.65,71.83,62.15,52.19,44.3,38.4,32.09,25.64,21.2,17.45,14.49,12.19,9.9,8.02,6.45,5.47,4.5,,3.18,2.68,2.34,,1.77,,,,,,,,,,,0.55,,0.3,,,,,,,,,,,,,
2024-11-27,,,,,,,,,,,,,,,2996.16,,,,,,,,,,,,2008.6,,,,,,,,,1502.91,,1411.3,,,1315.6,,,,1216.0,,,,,,,,1015.0,,,,,,868.4,,817.62,,,,,,,639.0,619.8,,,,521.02,,,,422.61,412.5,,,323.58,,290.31,251.5,229.5,200.89,186.38,164.94,140.0,123.8,105.75,86.2,72.6,57.6,44.55,33.0,24.99,19.9,12.9,10.2,6.2,4.2,2.85,2.2,1.5,1.2,0.85,,0.55,,0.4,,0.32,,,,0.3,,,,0.2,,0.15,,,,,,,,,,,,,,,,
2024-12-09,,,,,,,,,,,,,,,3070.5,,,,,,,,,,,,2057.34,,,,1908.4,,,,1675.61,,,1474.6,,1440.72,1351.9,1339.96,,,1252.2,,,,,,,,1059.84,,1010.04,,,,,,877.9,,,,762.14,,738.94,,662.77,,,,562.92,,544.55,,467.73,,,406.61,365.9,,318.39,,270.28,272.47,228.5,204.7,180.2,,127.8,113.1,85.7,67.7,50.8,36.45,24.86,17.07,11.12,6.28,3.4,2.45,1.42,1.05,0.64,0.5,0.3,0.25,0.25,,,,0.19,,,,0.15,,0.1,0.1,0.1,,0.1,0.05,,,,,,,,,,,,,,,
2024-06-28,,,,,,,,,,,,,,,,,2333.95,,,,,,,,,,1568.49,,,,,1378.4,1310.24,,1176.4,1094.85,,1010.47,,,,,,,826.92,,,773.03,724.0,,,,642.95,631.67,584.9,,567.87,,511.5,,479.3,,,,402.2,392.38,376.17,357.52,310.47,,284.12,267.32,246.17,237.5,218.37,204.2,190.2,169.5,156.45,159.3,139.99,128.5,127.1,119.07,100.83,85.1,78.5,,60.68,59.6,51.06,,41.4,,32.1,,24.24,,,,15.82,,,,11.78,,,,5.88,,,,3.88,,,,3.25,,2.15,,1.75,,,1.12,,,,,,0.37,,,,,,,0.05,,
2024-08-13,,,,,,,,,,,,,,,,,,,,1962.5,,,,,,,1494.81,,,,,,,,,998.9,,,,,,,,,727.5,,,670.85,,,,,572.11,,507.95,,495.43,,419.24,,410.63,,349.3,,334.04,314.36,296.78,281.16,266.83,244.64,227.5,,197.31,,168.6,,142.3,,121.0,,100.5,,79.63,71.9,64.49,,50.61,44.7,38.14,,30.27,,22.98,,17.4,,13.0,,,,7.6,,,,4.1,,,,3.2,,,,2.3,,,,1.75,,,,1.05,,,0.7,,,,,,,,,,,,,,,
2024-08-27,,,,,,,,,,,,,,,,,,,,2175.0,,,,,,,1687.14,,,,,,,,,,,,,,,,,,918.31,,,,,,,,735.59,,,,,,,,,,505.48,,,,,,,352.95,,,308.95,,270.39,249.39,235.21,214.5,196.8,,171.25,156.0,141.5,125.9,119.4,107.1,96.5,83.5,76.2,70.0,58.59,,45.0,,35.63,30.25,27.03,,20.19,,15.5,,,,8.9,,6.56,,,,,,3.4,,,,2.5,,,,,,1.15,0.92,,,,,,0.3,0.25,0.25,,,,,,,
2024-08-28,,,,,,,,,,,,,,,,,,,,2144.0,,,,,,1777.92,1654.09,,,,,,,,,,,,,,,,,,,863.92,,,,,,,707.09,,,,626.9,,,,,,,465.6,449.26,,,,,,322.81,,282.0,259.6,241.61,,215.11,200.35,187.58,,153.5,142.2,127.5,116.04,102.7,98.4,82.65,70.6,66.78,,57.5,,39.8,,28.05,,22.64,,15.7,,11.75,,,,7.3,,6.1,,4.34,,,,,,,,2.02,,1.55,,1.2,,1.0,,,,,,,,,0.2,,,,,,,
2024-10-14,,,,,,,,,,,,,,,,,,,,2388.0,,,,,,,1872.39,,,1780.6,,,,,,,,,,,,,,,,,,,,,,,909.91,,,,,,,,728.98,,674.06,,627.91,,587.99,,,,502.8,,453.0,,410.52,,371.24,,334.0,,290.5,267.16,253.47,226.0,215.3,202.5,181.8,157.9,150.79,135.4,120.2,106.8,94.82,80.46,75.21,63.75,56.6,49.47,42.7,35.0,31.5,26.8,22.9,18.3,15.9,13.91,11.85,9.01,8.8,7.1,6.08,5.2,4.4,,3.5,,2.7,,,,1.22,,,0.7,0.55,,,,,,,,,,,,,0.1,
2024-11-08,,,,,,,,,,,,,,,,,,,,2515.82,,,,,,,2015.44,,,,,,,,,,,1423.8,,,1320.3,,,,1221.6,,,,,,,,1025.37,,987.59,,923.5,901.4,867.63,,828.57,,,744.87,721.41,,674.0,,644.02,600.03,579.0,,550.0,508.0,488.21,460.0,443.33,,393.35,373.06,363.1,328.27,302.7,293.3,274.1,241.12,221.1,199.7,177.3,166.44,142.02,125.7,109.5,96.0,82.15,71.1,59.9,53.05,42.02,34.97,29.25,23.44,19.5,16.35,12.7,10.5,8.3,7.37,5.6,,4.1,2.85,2.51,,,,1.4,1.05,0.81,,0.74,,,0.45,,,,,,,,,,,,0.05,0.05,,
2024-06-27,,,,,,,,,,,,,,,,,,,,,,,,1758.5,,,1566.94,,,1473.16,1425.03,,1294.98,,,,,,,,,,,,824.41,,,,735.15,,685.18,661.52,648.85,620.23,,580.79,554.92,547.05,524.5,,484.23,,448.11,,403.6,,360.16,,,,287.9,275.35,258.14,,224.6,218.6,194.1,178.68,170.52,161.6,144.06,,127.0,115.83,104.22,92.2,83.0,,70.49,,56.89,,45.8,,35.2,,31.0,,,,19.2,,,,,,,,6.95,,,,4.7,,,,3.3,,,,,,,,,,,,,,,,,,,,,,
2024-07-02,,,,,,,,,,,,,,,,,,,,,,,,1776.37,,,1589.09,,,,,,,,,,,,,,,,,837.17,,,,,,,,,657.09,,,,579.3,,,,479.44,452.82,,,407.7,,354.09,,325.0,299.94,299.8,279.43,264.2,245.78,235.11,203.38,204.1,,170.55,161.99,138.8,,121.7,105.2,98.56,,74.11,,68.51,59.2,50.2,,41.6,,34.88,,27.28,,,,15.8,,,,9.3,,,,5.8,,,,3.79,,,,2.65,,,,1.55,,,,,,,0.65,,,,,,,,,,,
2024-07-10,,,,,,,,,,,,,,,,,,,,,,,,,1889.0,,1682.41,,,,,,1413.74,,1334.81,,,,,,,,,964.15,941.66,,,872.05,,,782.76,,743.31,,,,649.71,,,,570.59,,515.2,,500.39,478.78,458.98,,431.9,377.4,374.65,355.87,354.09,,319.4,287.92,278.35,254.77,245.17,222.66,218.88,195.71,188.7,174.9,162.9,142.7,131.6,120.5,114.9,100.7,96.75,,79.8,,65.2,,52.8,,,,33.68,,,,20.96,,,,12.83,,,,7.5,,,,5.0,,,,2.44,,,1.4,,,,,,,,,,,,,0.1,,
2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,1621.27,1544.65,,,,,1358.77,1258.24,,,,,959.66,,,,,,,,,,,690.82,,648.6,,604.07,,561.87,,522.0,544.64,523.89,,438.42,,,401.4,378.03,,342.8,323.38,293.28,,260.18,246.4,221.0,210.1,195.8,181.6,173.37,168.75,146.49,143.4,122.82,111.9,101.4,94.03,86.7,83.33,70.87,63.96,57.0,51.25,46.57,,37.73,,29.82,,23.26,,,,14.1,,,,8.73,,,,5.35,,,,3.63,,,,2.2,,1.62,,1.15,,0.95,0.8,,0.6,,,,,,,,,,,,,
2024-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.46,,,,,,,,,1089.31,,,,,,,,833.5,,,,748.53,,686.9,,,638.26,611.53,593.21,,556.05,518.65,,474.45,461.9,,431.43,,392.7,,350.5,335.08,310.2,,,265.66,247.0,231.1,212.86,202.51,187.3,,159.69,147.12,134.8,124.86,110.75,101.4,91.43,80.75,76.02,64.69,59.44,56.0,48.7,,38.66,,30.43,,23.57,,,,14.19,,,,9.05,,,,5.49,,,,3.6,,,,2.55,,,,,,,1.1,,,,,,,,,,,,0.15,0.1,,
2024-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,1657.94,,,1570.03,1514.93,,,,,1188.0,,,,,,,,,,,,,,,764.43,,715.05,,,,631.6,610.13,582.77,,546.4,,508.5,481.2,463.52,444.2,425.2,404.87,387.0,365.6,345.8,332.5,306.7,296.9,272.01,,241.77,227.22,210.56,198.9,180.69,165.2,156.5,143.2,129.48,119.5,,,88.83,,73.39,,58.87,,49.95,,37.86,,,,23.6,,,,14.75,,,,9.0,,,,5.8,,,,4.0,,,,2.1,,,1.4,,,,,,,,,,,,,0.1,,
2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,1678.49,,,,,,1396.38,,,1202.59,,,,,,,,,,,,,835.17,,,,740.94,,,,656.2,,613.87,,,,528.61,,481.88,,444.33,416.0,407.07,,367.63,,331.52,,294.71,274.0,256.0,245.2,230.0,,195.57,187.6,173.2,161.18,147.4,142.4,127.1,115.5,103.77,94.73,85.92,,71.38,,59.13,,47.92,,,,31.14,,,,19.7,,,,12.12,,,,7.7,,,,4.9,,3.4,,,,,1.25,,,,,,,,,,,,,,,
2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.0,,,1468.98,1421.03,,,,,,,,,,,,,,,,,,,,,,628.43,,,,540.0,,489.4,458.85,439.1,,,,373.79,,339.42,,308.0,,,,235.79,216.37,200.9,186.6,176.13,,145.69,143.2,123.86,,108.51,96.6,87.44,79.28,,64.3,59.63,52.13,45.05,,37.05,,28.95,,22.71,,,,14.3,,,,,,,,5.2,,,,3.5,,,,2.45,,1.7,,,,1.0,0.8,,0.55,,,,0.2,,,,,,,,,
2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.04,,,,,,,,,1193.87,,,,,,,,,,,,,,,,,719.84,,670.11,,627.21,,,,,,,,454.6,,,,370.5,,333.74,,300.0,281.91,257.31,256.65,225.0,,200.3,185.29,167.42,151.91,138.8,124.9,114.8,105.3,95.2,82.5,74.3,66.4,59.46,,47.05,,34.75,,27.11,,20.3,,16.25,,12.4,,8.9,,7.1,,5.58,,,,3.51,,,,2.54,,,,,,,0.87,,,,,,0.25,,,,,,,,,
2024-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,1677.81,,,,,,,,,,,,,,,,,,,,,,,,,,725.79,,706.61,,,,591.59,,,,503.99,,455.21,,424.06,,,,,324.38,303.38,,267.59,,232.11,215.84,196.99,,166.55,,136.6,128.5,129.05,117.66,97.88,88.2,84.55,67.7,59.1,,45.15,,37.93,32.52,28.29,25.0,,,14.95,14.7,,,10.96,,,7.0,,,,,,,,,2.48,,1.83,,,,,1.1,,0.75,,,0.45,,0.3,,,,,0.1,,,
2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.6,,,,,,,,,1187.23,,,,,,,,,,,,,,,,,728.58,,,,,,,,,,513.45,,482.0,,422.52,387.44,398.66,,322.8,,318.6,267.13,280.29,,242.6,202.8,178.5,193.27,173.87,138.0,133.7,,110.0,,82.0,69.4,61.3,52.4,47.95,,35.8,,33.2,22.7,24.85,17.54,15.7,12.4,10.96,,9.46,,6.4,,,,4.69,,,,2.65,,,,2.17,,1.42,,1.12,,,0.8,,,,,,,0.25,,,,,,,,
2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.08,,,,,,,,,,,,,,,,,,847.5,874.21,,,750.0,749.3,,,675.82,,,,,,532.89,,482.5,496.51,447.63,428.6,399.9,,365.55,363.83,313.77,,294.0,,253.0,234.5,215.78,204.81,185.07,184.54,154.71,140.36,124.99,118.51,103.64,104.8,90.43,87.49,73.4,55.4,47.0,,52.35,,28.47,,21.02,20.8,15.4,13.5,10.74,10.75,7.95,,,,4.75,,,,3.1,,2.5,,2.15,,,,1.55,,1.24,,0.99,,0.79,,,,,,,,,,,,,,0.15,,
2024-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,1576.5,,,,,,,,,,1066.3,,,,925.69,,,,,,,,,,,,641.21,,,,,,517.43,,473.7,,441.95,,397.9,,358.31,347.49,316.95,,279.95,,242.83,229.5,218.26,,180.85,175.0,155.31,139.9,125.8,114.05,101.95,,81.45,,64.5,55.6,50.16,,38.2,,28.24,,21.17,,15.62,13.2,11.2,10.18,8.3,7.9,,,4.8,,,,3.3,,2.75,2.59,2.35,,,,,,,,,,,0.9,,,,,0.4,,,,,,,,,,
2024-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.4,,,,,,,1218.0,,,,,,,,,,,800.14,774.9,,,,,,,619.19,,,,,,501.27,,,,,,398.89,,359.85,314.9,294.78,,260.53,243.9,225.68,214.4,196.88,,168.4,153.84,137.38,125.2,112.14,109.1,90.98,86.4,71.72,63.5,55.43,48.8,41.6,37.7,32.24,,24.8,,17.67,14.8,14.0,10.8,9.25,8.3,6.97,,,,,,,3.11,3.0,,,,2.0,,,,,,,,,,0.95,,,,,,,,,,,,,0.1,0.05,,
2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.18,,,,,,,,,,,,,,,,,,784.3,,,,,,,,608.26,,,,520.15,,,,433.32,,,,,337.15,,,287.7,,251.83,234.51,218.54,183.56,178.32,172.3,158.0,142.5,131.7,119.2,108.0,96.4,87.15,77.35,69.0,60.56,50.95,41.7,39.85,,,,21.7,,16.05,13.25,11.65,9.75,8.7,7.45,6.5,5.6,4.9,4.25,3.8,3.35,3.07,2.75,,,,1.8,1.7,,,,1.3,,,,,,0.72,0.62,,,,,0.4,,,,,,,,,,
2024-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,1632.85,,,,,,,,1227.38,1164.16,,,,,,,,,,,,,,,,,692.5,,,,562.61,,,,490.0,,448.13,,405.2,,393.08,,356.99,310.38,314.7,270.32,277.77,260.28,222.47,229.5,207.9,193.39,174.57,,150.67,119.9,121.71,103.07,98.4,88.0,78.72,68.81,60.05,56.0,47.0,,34.89,26.55,25.89,23.03,19.38,,14.18,,10.35,8.9,8.15,7.12,,,,,3.64,,,,2.41,,,,1.67,,1.25,,,,,,,,,,,,,,,,,,,,
2024-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,1869.61,,,,,,,,,,,1246.5,,,1148.8,,,1120.84,1051.7,,,,,,,,851.92,,,,,,,,696.9,,659.74,,,,528.97,,517.97,,441.14,,399.68,,359.17,,319.27,328.92,277.1,,242.0,221.03,202.84,197.41,167.35,,133.5,117.75,105.9,108.35,79.58,84.68,58.5,51.7,42.13,35.3,29.27,24.2,19.6,16.03,13.1,13.14,9.0,6.97,6.03,,,3.34,2.78,2.33,2.15,,1.58,,1.15,,1.0,,0.75,,,,,0.41,,0.3,,,,,0.15,,,,,0.05,0.05,,
2024-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,1746.49,,,,,,,,,,,1150.9,,,1045.3,,996.1,971.6,948.4,,,,850.3,,802.3,778.0,755.45,,,,,636.6,612.7,590.2,578.1,541.69,527.0,497.8,473.0,453.5,445.75,410.1,388.6,,,,306.5,284.7,281.92,,237.39,219.27,196.5,181.0,168.57,150.5,131.19,122.53,105.05,98.16,79.93,70.28,57.22,49.16,42.1,36.35,29.3,23.67,19.35,15.81,13.25,10.85,8.85,7.8,6.0,4.94,4.2,3.7,2.97,2.65,,2.15,1.75,1.55,1.37,,1.25,,0.98,,0.87,,0.67,,,,0.4,0.3,0.3,,,,,,0.1,0.1,0.05,,,,,,
2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.5,,,1150.6,,,,1053.5,,,,,,906.01,,,,,,766.86,,,,,,,,,,,,480.42,,433.02,,390.77,,360.49,,316.68,,262.68,252.89,239.4,,201.8,181.8,167.4,151.2,138.0,120.0,105.7,90.05,82.2,68.31,60.3,50.19,42.81,34.9,29.3,24.7,19.63,17.3,13.14,11.2,9.25,7.76,6.3,,3.99,,2.64,,,,1.57,,1.27,,1.12,,,,0.57,,,,,,,,,,,,,0.05,,,,,
